date,site_id,units_produced,downtime_minutes,power_kwh,rework_units,defects_ppm,staff_count,material_cost_per_unit,price_per_unit,temperature_c,rainfall_mm,holiday_flag
2025-11-20,S1,1345,53,4461,31,468,54,72.5,98.66,25.2,0.0,0
2025-11-21,S1,0,0,0,0,0,0,0.0,0.0,26.2,1.8,1
2025-11-22,S1,1251,53,4221,33,464,55,73.01,98.73,26.0,1.2,0
2025-11-23,S1,1075,79,3826,20,314,55,73.11,98.63,26.0,0.0,0
2025-11-24,S1,1477,44,4733,27,326,57,72.98,98.67,25.2,0.0,0
2025-11-25,S1,1394,43,4589,26,552,58,72.91,98.66,24.4,0.0,0
2025-11-26,S1,1419,271,6764,36,554,57,73.21,98.97,25.9,0.0,0
2025-11-27,S1,1242,53,4261,26,379,57,72.68,98.78,26.4,0.0,0
2025-11-28,S1,1246,43,4213,29,444,54,72.61,98.61,25.2,0.0,0
2025-11-29,S1,1086,38,3542,18,442,49,73.23,98.84,26.0,0.0,0
2025-11-30,S1,1023,250,5083,27,508,53,72.41,98.92,24.1,0.0,0
2025-12-01,S1,1288,38,4506,36,394,52,72.99,98.84,24.1,0.0,0
2025-12-02,S1,0,0,0,0,0,0,0.0,0.0,23.9,0.0,1
2025-12-03,S1,1299,53,4191,29,496,54,72.8,98.96,23.5,0.0,0
2025-12-04,S1,1345,65,4627,21,372,55,72.95,98.68,25.7,0.0,0
2025-12-05,S1,1522,84,5192,41,502,57,72.58,98.81,24.8,0.0,0
2025-12-06,S1,1057,40,3737,30,440,54,73.31,98.66,24.2,0.0,0
2025-12-07,S1,0,0,0,0,0,0,0.0,0.0,21.5,0.0,1
2025-12-08,S1,1278,68,4137,33,408,56,72.68,98.94,23.9,0.0,0
2025-12-09,S1,1290,21,4223,37,434,57,72.73,99.06,24.4,0.0,0
2025-12-10,S1,1355,229,6217,22,609,56,72.66,98.7,24.7,0.0,0
2025-12-11,S1,1391,86,4896,28,521,54,72.63,99.0,23.0,0.0,0
2025-12-12,S1,1252,79,4431,21,319,57,72.91,99.16,24.1,0.0,0
2025-12-13,S1,1227,65,4129,15,392,52,72.96,99.0,23.4,0.0,0
2025-12-14,S1,1199,63,4318,38,447,53,72.72,99.08,23.2,0.0,0
2025-12-15,S1,1342,63,4380,26,341,55,72.83,99.0,21.8,0.0,0
2025-12-16,S1,1368,69,4713,32,448,55,73.23,98.98,25.3,0.0,0
2025-12-17,S1,1279,76,4443,19,526,55,72.9,99.13,22.7,0.0,0
2025-12-18,S1,1394,10,4519,26,407,57,73.29,98.86,24.5,0.0,0
2025-12-19,S1,1104,62,3519,26,621,52,73.29,98.75,23.4,0.0,0
2025-12-20,S1,1238,20,4125,29,460,53,72.91,98.97,23.0,0.0,0
2025-12-21,S1,1172,53,3652,31,420,52,73.3,98.91,24.1,0.0,0
2025-12-22,S1,1227,64,3945,20,441,54,73.01,99.12,22.9,0.0,0
2025-12-23,S1,1476,60,4788,39,426,56,72.8,98.75,21.9,0.0,0
2025-12-24,S1,1357,68,4343,25,535,57,73.05,99.11,23.9,0.0,0
2025-12-25,S1,1246,283,6395,21,458,53,73.29,99.09,22.8,0.0,0
2025-12-26,S1,1509,74,4921,37,357,56,73.27,98.96,22.0,0.0,0
2025-12-27,S1,1168,44,3925,27,425,56,73.32,99.22,23.9,0.0,0
2025-12-28,S1,1138,50,3886,23,408,53,72.95,99.04,24.5,0.0,0
2025-12-29,S1,1291,75,4626,34,513,53,72.84,99.3,22.2,0.0,0
2025-12-30,S1,1350,5,4742,34,533,54,73.17,99.1,23.3,0.0,0
2025-12-31,S1,1353,278,6829,26,514,57,72.76,98.95,22.6,0.0,0
2025-01-01,S2,1573,89,5287,27,472,63,69.24,93.12,21.8,0.0,0
2025-01-01,S2,1523,83,5038,38,455,64,68.98,93.06,22.0,0.0,0
2025-01-01,S2,1440,281,6906,33,409,60,68.81,93.09,22.5,0.0,0
2025-01-01,S2,1527,56,5157,24,500,62,68.78,93.03,21.7,0.0,0
2025-01-01,S2,1467,71,4833,37,627,64,68.75,92.76,20.7,0.0,0
2025-01-01,S2,1464,38,4722,24,585,65,69.41,93.02,23.6,0.0,0
2025-01-01,S2,1785,41,5599,32,455,66,68.91,92.85,20.9,0.0,0
2025-01-01,S2,1614,58,5187,46,375,63,68.71,92.85,21.7,0.0,0
2025-01-01,S2,1668,47,5303,30,415,62,69.48,93.05,22.8,0.0,0
2025-01-01,S2,1575,30,5294,46,395,61,68.99,93.1,21.8,0.0,0
2025-01-01,S2,1597,55,5307,31,470,64,69.25,92.82,22.9,0.0,0
2025-01-01,S2,1400,71,4291,20,379,62,69.17,92.9,21.7,0.0,0
2025-01-02,S2,1692,67,5359,42,561,63,69.16,93.23,20.5,0.0,0
2025-01-02,S2,1494,72,4828,39,539,60,68.53,92.9,21.9,2.5,0
2025-01-02,S2,1380,89,4686,29,450,62,69.37,93.39,22.0,0.0,0
2025-01-02,S2,1359,75,4452,39,442,61,69.1,92.89,19.7,0.0,0
2025-01-02,S2,1604,42,5317,43,174,64,69.0,92.96,20.4,2.8,0
2025-01-02,S2,1525,43,4772,27,384,60,68.77,92.89,19.9,0.0,0
2025-01-02,S2,1510,53,4735,30,219,63,69.3,93.0,22.0,0.0,0
2025-01-02,S2,1603,73,5182,36,549,60,68.76,92.82,22.4,0.0,0
2025-01-02,S2,1557,54,5205,33,367,64,69.21,93.08,22.2,0.0,0
2025-01-02,S2,1381,51,4429,30,356,59,69.0,93.41,23.0,0.0,0
2025-01-02,S2,1541,68,5398,29,476,61,69.12,92.83,22.4,0.0,0
2025-01-02,S2,1687,73,5464,31,387,62,69.18,92.85,21.8,0.0,0
2025-01-03,S2,1409,67,4785,31,473,61,69.04,93.05,21.9,0.0,0
2025-01-03,S2,0,0,0,0,0,0,0.0,0.0,19.9,0.0,1
2025-01-03,S2,1654,55,5533,35,470,63,69.21,93.42,23.9,0.0,0
2025-01-03,S2,1711,35,5620,30,542,64,69.25,92.99,21.5,0.0,0
2025-01-03,S2,1726,76,5755,44,339,65,68.86,93.23,20.9,0.0,0
2025-01-03,S2,1745,70,5747,27,429,62,68.57,92.97,23.2,0.0,0
2025-01-03,S2,1473,48,4492,34,413,62,69.13,92.8,23.9,0.0,0
2025-01-03,S2,1494,66,4809,26,546,61,69.11,93.06,22.7,0.0,0
2025-01-03,S2,1419,46,4689,39,356,61,69.29,93.1,22.8,0.0,0
2025-01-03,S2,1740,50,5805,39,455,65,69.2,93.85,22.0,0.0,0
2025-01-03,S2,1439,39,4716,32,458,60,69.02,93.14,22.3,0.0,0
2025-01-03,S2,1421,55,4534,27,325,63,69.02,93.35,23.5,2.3,0
2025-01-04,S2,1386,69,4615,29,572,63,69.15,92.83,22.4,0.0,0
2025-01-04,S2,1360,93,4677,31,486,61,68.78,93.17,20.8,0.0,0
2025-01-04,S2,1302,49,4232,24,548,58,68.88,93.26,20.6,0.0,0
2025-01-04,S2,1405,51,4790,28,531,61,68.93,92.93,23.0,0.0,0
2025-01-04,S2,1494,68,5257,42,459,64,68.96,92.98,22.9,0.0,0
2025-01-04,S2,1324,45,4372,21,612,60,69.16,93.04,22.2,0.0,0
2025-01-04,S2,1481,22,4784,41,567,63,69.03,93.06,24.0,0.0,0
2025-01-04,S2,1337,25,4352,35,569,59,68.44,92.93,22.7,0.0,0
2025-01-04,S2,1479,34,4870,20,560,66,68.84,92.78,21.4,0.0,0
2025-01-04,S2,1480,38,4967,24,308,62,69.41,93.84,22.8,0.0,0
2025-01-04,S2,1446,73,4998,33,431,60,68.87,92.68,20.3,0.0,0
2025-01-04,S2,1448,63,4466,19,432,60,68.92,93.18,21.6,0.0,0
2025-01-05,S2,1317,35,4342,33,520,59,68.9,92.85,23.4,0.0,0
2025-01-05,S2,1204,245,5740,40,532,59,69.06,93.44,20.8,0.0,0
2025-01-05,S2,1351,19,4326,40,519,62,68.97,93.56,25.1,0.0,0
2025-01-05,S2,1146,37,3729,15,495,59,68.96,92.98,23.3,0.0,0
2025-01-05,S2,1263,43,4425,34,304,59,68.8,93.28,22.6,0.0,0
2025-01-05,S2,899,75,3070,14,500,58,69.61,93.03,22.6,0.0,0
2025-01-05,S2,1353,66,4264,26,416,61,69.19,93.0,21.1,0.0,0
2025-01-05,S2,0,0,0,0,0,0,0.0,0.0,21.9,0.0,1
2025-01-05,S2,1430,63,4915,21,474,61,69.43,93.02,24.8,0.0,0
2025-01-05,S2,0,0,0,0,0,0,0.0,0.0,21.1,0.0,1
2025-01-05,S2,1204,41,3857,33,358,60,69.17,93.19,23.6,0.0,0
2025-01-05,S2,1343,77,4433,37,478,62,68.99,93.26,22.3,0.0,0
2025-01-06,S2,1345,45,4399,33,386,62,68.95,93.04,22.6,0.0,0
2025-01-06,S2,1609,82,5377,28,496,61,68.72,93.31,20.8,0.0,0
2025-01-06,S2,1545,45,5251,23,516,60,69.35,93.66,25.7,0.0,0
2025-01-06,S2,1369,268,6565,22,700,61,69.35,93.25,22.1,0.0,0
2025-01-06,S2,1633,68,5618,35,411,64,68.92,93.16,21.6,0.0,0
2025-01-06,S2,1427,61,4899,27,413,59,69.44,93.34,23.2,0.0,0
2025-01-06,S2,1300,77,4256,29,583,60,69.28,92.88,23.0,0.0,0
2025-01-06,S2,1384,48,4360,20,473,63,68.89,93.13,20.9,1.0,0
2025-01-06,S2,1574,39,5198,39,704,61,69.45,93.24,22.7,1.0,0
2025-01-06,S2,1524,29,5289,27,573,59,70.14,94.62,24.3,0.0,0
2025-01-06,S2,1341,59,4464,27,471,58,69.4,92.92,22.6,0.0,0
2025-01-06,S2,1596,56,5405,34,394,62,68.98,93.08,23.2,0.0,0
2025-01-07,S2,1489,57,4780,44,373,60,68.81,93.15,22.0,0.0,0
2025-01-07,S2,1460,68,4944,27,492,60,69.39,93.52,22.1,0.0,0
2025-01-07,S2,1532,61,4978,25,473,61,69.51,93.99,23.3,0.0,0
2025-01-07,S2,1764,33,6001,45,483,66,68.83,92.97,23.2,3.5,0
2025-01-07,S2,1686,41,5525,43,292,65,69.35,93.41,20.9,0.0,0
2025-01-07,S2,1382,63,4447,31,418,62,69.03,93.56,22.1,0.0,0
2025-01-07,S2,1450,65,4577,36,305,63,69.28,93.16,22.9,0.0,0
2025-01-07,S2,1321,97,4703,27,578,62,69.34,92.97,23.9,0.0,0
2025-01-07,S2,0,0,0,0,0,0,0.0,0.0,23.1,1.2,1
2025-01-07,S2,1463,227,6520,27,333,61,70.31,94.78,22.7,0.0,0
2025-01-07,S2,1578,87,5329,43,452,62,68.9,92.99,21.4,0.0,0
2025-01-07,S2,0,0,0,0,0,0,0.0,0.0,22.2,0.0,1
2025-01-08,S2,1597,40,5289,26,411,63,69.17,93.06,22.2,0.7,0
2025-01-08,S2,1251,41,4056,34,507,63,69.14,93.64,19.7,0.0,0
2025-01-08,S2,1668,59,5503,34,444,62,69.92,93.89,22.5,0.0,0
2025-01-08,S2,1657,67,5633,30,415,62,69.0,93.14,22.2,0.0,0
2025-01-08,S2,1319,59,4366,30,587,60,69.51,93.71,22.3,0.0,0
2025-01-08,S2,1266,48,4227,31,421,59,69.05,93.43,23.5,0.0,0
2025-01-08,S2,1653,79,5613,45,583,60,68.8,93.11,22.6,0.0,0
2025-01-08,S2,1768,49,5672,44,328,63,68.91,93.2,22.3,0.0,0
2025-01-08,S2,1674,45,5425,40,405,63,68.74,92.92,24.1,0.0,0
2025-01-08,S2,1245,61,4005,27,261,57,68.98,93.15,24.5,0.0,0
2025-01-08,S2,1630,76,5549,33,370,61,69.19,93.17,23.3,3.5,0
2025-01-09,S2,1481,54,4668,36,594,62,69.25,93.09,20.8,0.0,0
2025-01-09,S2,1480,49,5031,24,481,64,69.5,93.52,23.5,0.0,0
2025-01-09,S2,0,0,0,0,0,0,0.0,0.0,24.0,0.0,1
2025-01-09,S2,1403,156,5825,36,429,61,68.75,93.36,24.2,0.0,0
2025-01-09,S2,1629,35,5268,29,370,63,69.15,93.36,23.7,1.2,0
2025-01-09,S2,1330,15,4549,27,548,60,69.56,93.26,24.9,0.0,0
2025-01-09,S2,1497,52,4578,40,491,64,69.38,92.98,22.8,0.0,0
2025-01-09,S2,1428,43,4533,42,602,62,69.17,92.76,20.9,0.0,0
2025-01-09,S2,1614,50,5394,36,354,63,68.92,93.39,22.7,0.0,0
2025-01-09,S2,1584,45,5006,33,683,61,69.37,93.23,22.4,0.0,0
2025-01-09,S2,1507,67,4774,36,479,63,69.02,92.92,22.3,0.0,0
2025-01-10,S2,0,0,0,0,0,0,0.0,0.0,20.6,0.0,1
2025-01-10,S2,1673,32,5667,33,377,65,69.0,93.46,22.8,0.0,0
2025-01-10,S2,1402,49,4766,30,333,59,69.87,94.33,19.5,0.0,0
2025-01-10,S2,1727,84,5781,44,343,66,69.13,93.33,22.1,0.0,0
2025-01-10,S2,1570,64,5306,27,615,62,69.43,93.59,22.7,0.0,0
2025-01-10,S2,1570,55,5278,43,363,62,68.77,93.73,22.5,0.0,0
2025-01-10,S2,1567,68,5028,31,357,65,69.38,93.1,23.3,0.0,0
2025-01-10,S2,1682,37,5436,27,507,64,69.25,93.21,23.2,0.0,0
2025-01-10,S2,1630,56,5301,31,372,63,69.08,93.32,21.8,0.0,0
2025-01-10,S2,1595,61,5280,31,465,64,69.13,93.0,23.7,0.0,0
2025-01-10,S2,1741,41,5466,42,416,64,68.77,93.2,22.1,0.0,0
2025-01-11,S2,1420,63,4640,21,368,63,69.43,93.12,23.3,0.0,0
2025-01-11,S2,1453,53,4815,26,457,61,69.74,94.16,21.5,0.0,0
2025-01-11,S2,1446,59,4805,31,392,60,69.92,94.09,22.6,0.0,0
2025-01-11,S2,1537,21,5148,37,419,63,69.33,93.22,23.3,2.4,0
2025-01-11,S2,1497,60,4916,26,441,62,69.71,93.73,20.6,0.0,0
2025-01-11,S2,1465,45,5020,33,522,61,69.41,93.31,24.1,0.0,0
2025-01-11,S2,1265,29,3854,20,425,60,69.27,93.0,21.0,0.0,0
2025-01-11,S2,1511,49,4801,34,375,62,68.84,92.92,20.9,0.0,0
2025-01-11,S2,1537,65,5042,38,616,61,69.25,93.29,22.6,0.0,0
2025-01-11,S2,1383,53,4807,21,355,60,68.81,93.05,23.4,0.0,0
2025-01-11,S2,1393,65,4468,35,423,60,69.07,93.11,21.9,0.0,0
2025-01-12,S2,1448,57,4752,35,428,63,68.76,92.98,22.3,0.0,0
2025-01-12,S2,1472,86,5223,24,552,61,69.04,93.69,23.7,0.0,0
2025-01-12,S2,1289,45,4296,19,402,57,70.24,94.43,22.6,0.0,0
2025-01-12,S2,1263,61,4271,24,471,57,69.73,93.23,21.6,0.0,0
2025-01-12,S2,1357,20,4397,33,406,60,69.86,93.71,24.5,0.0,0
2025-01-12,S2,1117,57,3446,21,489,63,69.23,93.6,22.1,0.0,0
2025-01-12,S2,1147,41,3506,21,333,60,68.92,93.03,23.9,0.0,0
2025-01-12,S2,1219,66,4063,27,532,58,69.16,92.9,22.5,0.0,0
2025-01-12,S2,1311,246,6155,36,485,59,69.42,93.41,22.0,0.0,0
2025-01-12,S2,1282,45,4361,30,412,60,69.2,93.21,23.3,0.0,0
2025-01-12,S2,1375,53,4447,31,386,62,69.14,92.99,21.7,0.0,0
2025-01-13,S2,1488,54,4772,33,543,61,69.03,93.38,24.2,0.0,0
2025-01-13,S2,1726,36,5525,42,396,64,69.63,93.79,20.9,0.0,0
2025-01-13,S2,1599,54,5237,35,253,62,70.28,94.65,19.1,0.0,0
2025-01-13,S2,1310,91,4626,23,502,60,69.13,93.35,21.2,0.0,0
2025-01-13,S2,1740,69,5733,40,407,65,69.59,93.99,22.2,0.0,0
2025-01-13,S2,0,0,0,0,0,0,0.0,0.0,22.8,0.0,1
2025-01-13,S2,1392,21,4296,23,501,61,68.45,93.01,20.1,0.0,0
2025-01-13,S2,1617,62,5159,33,402,62,69.68,93.02,22.3,0.0,0
2025-01-13,S2,1383,50,4531,27,449,62,69.16,93.35,21.8,0.0,0
2025-01-13,S2,1473,44,4635,28,377,63,69.01,93.05,20.8,0.0,0
2025-01-13,S2,1637,43,5268,45,584,63,69.38,93.29,21.9,0.0,0
2025-01-14,S2,0,0,0,0,0,0,0.0,0.0,22.4,0.0,1
2025-01-14,S2,1589,40,5439,32,413,63,69.61,94.14,21.2,0.0,0
2025-01-14,S2,1390,60,4695,25,423,62,70.13,94.73,21.8,0.0,0
2025-01-14,S2,1699,80,5844,42,439,63,68.95,93.26,21.8,0.0,0
2025-01-14,S2,1408,235,6506,31,541,60,69.76,93.65,21.5,0.0,0
2025-01-14,S2,1410,61,4505,39,563,61,68.89,93.58,21.2,0.0,0
2025-01-14,S2,1456,44,4976,40,269,61,68.97,93.29,21.7,0.0,0
2025-01-14,S2,1543,49,4844,27,453,61,69.44,93.01,19.9,0.0,0
2025-01-14,S2,1488,54,4691,38,493,61,68.79,93.15,20.8,0.0,0
2025-01-14,S2,1572,41,5149,30,496,64,69.56,93.09,22.4,0.0,0
2025-01-14,S2,1301,46,4166,27,432,59,69.4,92.94,22.9,0.0,0
2025-01-15,S2,1610,69,5389,25,640,61,69.52,93.26,23.5,0.0,0
2025-01-15,S2,1408,34,4637,24,558,60,69.54,94.02,21.5,0.0,0
2025-01-15,S2,1514,87,5161,42,599,62,68.88,93.55,20.8,0.0,0
2025-01-15,S2,1538,25,5160,42,342,63,69.66,93.66,22.3,0.0,0
2025-01-15,S2,1586,77,5314,35,562,62,69.49,93.77,21.5,0.0,0
2025-01-15,S2,1345,55,4147,36,506,60,68.83,93.16,21.5,0.0,0
2025-01-15,S2,1434,74,4621,37,500,63,69.19,93.22,19.8,0.0,0
2025-01-15,S2,1419,185,6054,33,409,61,68.87,93.47,23.3,0.0,0
2025-01-15,S2,1513,183,6292,42,425,60,68.93,92.85,20.8,0.0,0
2025-01-15,S2,1476,72,4846,36,464,59,69.3,93.32,19.9,0.0,0
2025-01-16,S2,1418,36,4504,42,384,62,69.06,93.22,21.5,0.0,0
2025-01-16,S2,1389,41,4505,38,408,60,69.56,94.45,19.0,0.0,0
2025-01-16,S2,1494,45,4982,25,511,61,69.19,93.51,21.8,0.0,0
2025-01-16,S2,1439,80,5231,28,552,61,70.26,94.04,23.2,0.0,0
2025-01-16,S2,1492,33,4855,32,628,62,69.16,93.74,20.2,0.0,0
2025-01-16,S2,1564,56,4997,40,454,61,68.77,93.08,20.6,0.0,0
2025-01-16,S2,1429,67,4557,41,455,60,69.3,93.12,22.6,0.0,0
2025-01-16,S2,0,0,0,0,0,0,0.0,0.0,21.2,0.0,1
2025-01-16,S2,1622,31,5254,35,452,62,69.05,93.1,23.5,0.0,0
2025-01-16,S2,1649,36,5396,40,514,63,69.29,93.03,23.7,0.0,0
2025-01-17,S2,1326,100,4653,36,438,59,69.01,92.99,23.3,0.0,0
2025-01-17,S2,1506,75,5118,33,370,62,69.6,94.15,20.7,0.0,0
2025-01-17,S2,0,0,0,0,0,0,0.0,0.0,22.1,0.0,1
2025-01-17,S2,1302,74,4318,30,498,60,69.92,94.06,22.1,1.7,0
2025-01-17,S2,1474,62,4498,24,442,62,69.42,94.23,20.4,3.0,0
2025-01-17,S2,1329,58,4275,24,433,60,68.81,93.1,21.9,0.0,0
2025-01-17,S2,1385,78,4552,22,589,61,69.35,93.36,23.0,0.0,0
2025-01-17,S2,1247,63,4223,23,487,58,69.35,93.14,21.9,0.0,0
2025-01-17,S2,1537,69,5136,42,308,61,69.33,93.21,23.0,0.0,0
2025-01-17,S2,1569,65,5105,24,533,64,69.22,93.1,22.1,0.0,0
2025-01-18,S2,1373,63,4740,39,526,62,69.3,93.08,23.7,0.0,0
2025-01-18,S2,1345,81,4619,27,489,61,69.79,94.41,21.9,0.0,0
2025-01-18,S2,1374,68,4566,21,359,60,69.41,93.43,21.9,0.0,0
2025-01-18,S2,1500,61,4951,22,526,63,69.78,94.14,22.4,0.0,0
2025-01-18,S2,1528,44,5298,28,438,61,69.4,94.14,23.2,0.0,0
2025-01-18,S2,1414,221,6069,30,560,60,69.1,93.03,20.4,0.0,0
2025-01-18,S2,0,0,0,0,0,0,0.0,0.0,21.9,0.0,1
2025-01-18,S2,1416,264,6703,19,456,60,69.12,93.37,22.1,0.0,0
2025-01-18,S2,1272,120,4607,38,505,57,69.43,93.43,22.3,0.0,0
2025-01-18,S2,1638,73,5372,30,447,62,68.92,93.27,22.3,0.0,0
2025-01-19,S2,1142,244,5590,27,633,58,69.65,93.12,23.5,0.0,0
2025-01-19,S2,1371,46,4497,27,403,59,69.31,94.8,21.0,0.0,0
2025-01-19,S2,1274,53,4215,19,288,61,69.44,93.46,23.5,0.0,0
2025-01-19,S2,0,0,0,0,0,0,0.0,0.0,21.6,0.0,1
2025-01-19,S2,1275,84,4412,37,375,62,69.62,94.02,21.8,0.0,0
2025-01-19,S2,1205,58,3993,18,476,60,69.61,92.98,21.6,0.0,0
2025-01-19,S2,1210,149,4636,19,452,60,69.16,93.06,24.2,0.0,0
2025-01-19,S2,1163,42,3780,28,373,61,69.19,93.26,23.1,0.0,0
2025-01-19,S2,1400,70,4711,23,291,61,69.38,92.99,23.6,0.0,0
2025-01-19,S2,0,0,0,0,0,0,0.0,0.0,21.9,0.0,1
2025-01-20,S2,1859,63,6086,50,670,66,69.11,93.13,23.3,0.0,0
2025-01-20,S2,1646,41,5286,49,528,66,69.37,94.54,23.2,0.0,0
2025-01-20,S2,1621,40,5341,26,430,62,69.36,93.76,23.3,0.0,0
2025-01-20,S2,1539,67,5180,44,479,64,69.88,94.32,19.6,0.0,0
2025-01-20,S2,1514,56,4889,24,515,62,69.79,94.21,21.1,0.0,0
2025-01-20,S2,1566,61,4918,37,472,65,69.25,92.96,21.3,0.0,0
2025-01-20,S2,1381,48,4391,25,638,61,68.85,93.17,22.5,0.0,0
2025-01-20,S2,1637,57,5276,39,596,61,69.17,93.44,21.3,0.7,0
2025-01-20,S2,1253,50,4333,29,549,58,70.11,92.91,21.0,0.0,0
2025-01-20,S2,1583,93,5391,40,414,63,69.01,93.02,23.7,0.0,0
2025-01-21,S2,1471,93,4873,33,621,59,68.97,93.43,20.3,0.0,0
2025-01-21,S2,1557,69,5414,28,355,63,69.5,94.76,23.7,0.0,0
2025-01-21,S2,1402,39,4649,22,522,60,69.56,93.66,20.8,0.0,0
2025-01-21,S2,1260,5,4088,26,475,59,70.18,94.09,21.2,0.0,0
2025-01-21,S2,1643,35,5511,44,433,64,69.85,94.1,22.7,0.0,0
2025-01-21,S2,1484,48,4506,36,374,62,68.85,92.8,22.6,0.0,0
2025-01-21,S2,1450,61,4499,39,491,61,69.15,93.23,23.2,0.0,0
2025-01-21,S2,1376,59,4569,35,399,62,68.9,93.47,21.8,0.0,0
2025-01-21,S2,1462,48,4978,39,465,59,69.54,93.15,23.8,0.0,0
2025-01-21,S2,1659,36,5206,27,387,62,68.99,93.46,21.2,0.0,0
2025-01-22,S2,1462,5,4905,33,425,61,69.15,93.29,20.8,0.0,0
2025-01-22,S2,1619,51,5076,43,375,63,70.07,94.7,21.4,2.0,0
2025-01-22,S2,1613,18,5285,36,495,65,69.8,93.55,21.5,0.0,0
2025-01-22,S2,1397,43,4568,34,438,59,69.98,94.51,22.4,0.0,0
2025-01-22,S2,0,0,0,0,0,0,0.0,0.0,21.8,0.0,1
2025-01-22,S2,1486,42,4662,22,574,61,68.88,93.33,23.0,0.0,0
2025-01-22,S2,1643,90,5374,36,455,63,68.93,93.27,21.0,0.0,0
2025-01-22,S2,1496,7,4961,43,406,63,69.22,93.17,22.4,0.0,0
2025-01-22,S2,1438,53,4826,33,553,63,69.55,93.18,22.6,2.9,0
2025-01-22,S2,1651,173,6376,39,583,61,69.12,93.24,22.4,0.0,0
2025-01-23,S2,1595,53,5251,25,510,63,69.45,93.23,22.6,4.6,0
2025-01-23,S2,1482,256,6739,42,589,63,69.53,94.76,20.3,0.0,0
2025-01-23,S2,1538,56,5076,39,610,61,68.95,93.46,20.8,0.0,0
2025-01-23,S2,1597,67,5294,35,263,61,70.06,94.4,20.6,0.0,0
2025-01-23,S2,1485,50,4934,22,404,63,69.73,94.4,21.3,0.0,0
2025-01-23,S2,1681,52,5231,22,635,65,69.19,93.11,22.8,0.0,0
2025-01-23,S2,0,0,0,0,0,0,0.0,0.0,21.0,0.0,1
2025-01-23,S2,1680,60,5414,45,605,65,69.39,93.27,21.0,0.0,0
2025-01-23,S2,1546,27,5059,39,461,67,69.3,93.19,22.5,0.0,0
2025-01-23,S2,1387,257,6391,28,597,62,69.18,93.27,23.7,0.0,0
2025-01-24,S2,1433,57,4624,21,398,60,69.74,93.41,21.7,1.6,0
2025-01-24,S2,1730,69,5901,43,410,65,69.54,94.66,21.6,0.0,0
2025-01-24,S2,1518,61,4992,40,500,59,69.55,93.69,19.5,0.0,0
2025-01-24,S2,1619,217,6916,20,373,60,70.19,94.07,22.5,0.0,0
2025-01-24,S2,1422,25,4671,26,441,61,69.88,94.69,20.4,4.4,0
2025-01-24,S2,1469,15,4679,28,528,62,68.93,92.93,21.3,0.0,0
2025-01-24,S2,1673,64,5658,50,452,64,69.3,93.23,21.9,0.0,0
2025-01-24,S2,1516,55,4982,31,407,63,69.09,93.66,20.8,0.0,0
2025-01-24,S2,0,0,0,0,0,0,0.0,0.0,23.8,0.0,1
2025-01-24,S2,1400,280,6678,28,467,59,69.62,93.12,22.6,0.0,0
2025-01-25,S2,1556,60,5240,31,381,62,69.3,93.68,22.1,0.0,0
2025-01-25,S2,1579,58,5123,37,376,63,70.2,95.05,21.7,0.0,0
2025-01-25,S2,0,0,0,0,0,0,0.0,0.0,23.8,0.0,1
2025-01-25,S2,1321,31,4764,34,350,61,70.23,94.49,21.6,0.0,0
2025-01-25,S2,1380,58,4486,33,401,63,69.63,94.53,22.1,0.0,0
2025-01-25,S2,1441,55,4622,30,512,62,69.37,92.98,22.6,0.0,0
2025-01-25,S2,1443,85,5023,36,542,60,69.24,93.34,24.0,0.0,0
2025-01-25,S2,0,0,0,0,0,0,0.0,0.0,21.2,0.0,1
2025-01-25,S2,1503,79,5090,27,345,58,69.58,93.21,21.1,0.0,0
2025-01-25,S2,1581,56,4984,44,614,62,69.17,93.31,20.4,0.0,0
2025-01-26,S2,1327,46,4082,27,397,60,69.03,93.33,21.9,1.7,0
2025-01-26,S2,1303,50,4209,35,453,60,69.51,95.21,19.8,0.0,0
2025-01-26,S2,1344,72,4536,34,293,63,69.12,93.79,19.8,2.5,0
2025-01-26,S2,0,0,0,0,0,0,0.0,0.0,23.0,0.0,1
2025-01-26,S2,1284,25,4339,21,399,61,69.6,94.96,22.2,0.0,0
2025-01-26,S2,1171,61,3601,25,512,60,69.09,93.21,20.5,0.0,0
2025-01-26,S2,1090,47,3395,22,493,62,69.11,93.14,22.9,0.0,0
2025-01-26,S2,0,0,0,0,0,0,0.0,0.0,21.0,0.0,1
2025-01-26,S2,1377,64,4611,24,423,64,69.24,93.26,22.4,0.0,0
2025-01-26,S2,0,0,0,0,0,0,0.0,0.0,20.5,3.9,1
2025-01-27,S2,1556,71,4940,36,469,62,68.65,93.18,21.3,0.0,0
2025-01-27,S2,1484,56,4983,26,466,63,70.23,95.08,21.6,0.0,0
2025-01-27,S2,1422,50,4852,34,421,61,69.77,93.63,22.5,0.0,0
2025-01-27,S2,1278,40,4301,24,370,60,70.44,94.66,22.0,0.0,0
2025-01-27,S2,1670,75,5782,26,568,64,69.84,94.82,21.6,0.0,0
2025-01-27,S2,1369,47,4322,18,398,60,68.73,93.03,24.3,0.0,0
2025-01-27,S2,1522,63,4838,30,374,63,68.94,92.82,24.3,0.0,0
2025-01-27,S2,1491,50,4752,31,549,62,69.43,93.53,21.8,0.0,0
2025-01-27,S2,1462,238,6705,43,412,67,69.42,93.27,22.0,0.0,0
